text,entity,umap_x,umap_y,tsne_x,tsne_y,type
Iron Canyon Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_a61565,8.78933,-3.2780802,-26.128826,42.758507,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Corning Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_a6eb46,9.4466505,-3.0827992,-41.270847,37.000996,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Halsey Afterbay Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_a7169c,8.509676,-3.7931235,-31.967192,50.788483,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Madera Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_a8c1ae,9.675683,-2.1326256,-40.575153,16.813906,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Towle Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_a8ca1e,9.386071,-3.0718842,-41.477753,36.94388,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Camino-White Rock Transmission Line,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_aa2632,7.4842787,-3.0323966,-10.8642845,34.71507,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Cherry Lake,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ab810b,9.349725,-3.7635605,-42.345295,45.28619,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Phoenix Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ad1e36,7.9907427,-3.1059105,-13.702278,48.634212,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Tahoe National Forest,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ad4a8b,7.481395,1.4999053,-17.48447,-20.743555,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kaweah 2 Diversion Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_aef5a8,8.566175,-3.3805106,-29.263561,45.250713,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Drum No. 2 Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_af1a2e,7.378751,-3.746462,-14.815151,60.950123,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Gerle Creek Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_afaa01,9.380047,-3.079751,-39.672253,37.1637,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Ano Nuevo State Marine Reserve,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b06e26,8.437516,-0.30293587,-28.07216,-20.055983,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Pedro Bay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b072d5,9.512025,-0.9565256,-38.366768,-23.636417,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Hell Hole Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b0c1a3,8.482735,-3.2703822,-24.807812,44.33098,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Petaluma River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b11602,9.659323,-1.7723881,-32.559917,22.09878,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Fresno River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b1163b,10.463934,-1.3751862,-33.369747,17.182549,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Ponderosa Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b24919,9.113574,-3.32995,-24.590622,46.6326,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Dutch Flat Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b2b90c,7.790919,-3.8307176,-18.30143,59.136845,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Redwood National Park,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b46a81,7.9218693,1.5081744,-14.641725,-16.591625,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Ralston Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b497a8,7.9593406,-3.4284658,-14.563113,52.666695,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Joshua Basin Recharge Site,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b4cc05,8.322966,-2.1847239,-40.069977,7.7181144,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
TID Main Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b54216,10.773607,-1.8925878,-42.98048,13.991656,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Bear River Canal Diversion Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b5a811,9.292908,-3.1714017,-32.77298,42.385185,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 5 Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b5f1e5,7.473632,-4.420187,-23.377178,65.66462,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Cachuma Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b61316,9.321442,-3.3835683,-25.171484,47.75289,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b674a0,9.64873,-2.2642684,-35.126347,31.043413,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 3 Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b6880f,7.3953433,-4.3394713,-22.362722,63.888863,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kings River Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b7bfc5,9.195018,-2.4671555,-29.33081,30.534071,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Middle Fork-Ralston Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b839b0,8.45104,-3.0112808,-22.07072,43.486435,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Alta Forebay Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b8b923,8.653964,-3.250954,-19.668432,51.826717,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Milton Diversion Impoundment,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b8ebaa,8.289987,-2.8155863,-4.9702606,38.66629,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Merced Falls Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b9705c,9.155273,-3.2482858,-34.230534,45.31928,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Monarch Wilderness,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_b9c37c,8.426083,2.0886707,19.275837,7.1416254,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Spring Gap Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ba06ee,9.029603,-3.1839378,-19.487434,48.485615,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Thermalito Forebay Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ba2bd5,8.322877,-2.7803934,-16.28567,39.29063,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Loon Lake-Union Valley Transmission Line,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bad8ae,7.45329,-3.0317733,-11.142079,36.156708,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Three Lakes Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bb6c79,7.9373493,-4.2068543,-30.513002,64.166626,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 4 Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bbcf26,7.513878,-4.4505405,-23.912704,66.12203,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 4 Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bc4d06,7.391096,-4.320494,-22.360126,63.82658,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Meadow Lake Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bc779b,9.232581,-3.5498984,-38.750183,44.085632,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kaweah 1 Flowline,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bcaa52,7.46718,-3.6882365,-16.235508,64.28654,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Rubicon River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bd01b0,9.685872,-2.393997,-32.776173,28.327322,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Francisco Bay National Estuarine Research Reserve,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bda7f5,8.102615,0.048829507,-31.224358,-23.232185,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Junction Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bdfa3e,8.538241,-3.240043,-26.702671,47.14103,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Union Valley Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bdfe6d,9.152223,-3.524287,-36.18699,42.431164,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
West Fork Chowchilla River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_be6934,10.2628565,-2.0378811,-41.665737,24.377544,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Halsey Afterbay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_beaa14,7.650714,-2.8257864,-3.866855,50.684223,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Alameda Creek Flood Control Channel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_bf810a,10.538898,-0.091260895,-22.230158,2.871014,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Stanislaus Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c01b88,7.4629693,-2.8326213,-1.3064375,51.944298,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Chalk Bluff Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c160d7,9.257761,-2.998339,-38.286808,37.26695,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Jacinto River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c16a24,9.607261,-1.6290876,-30.584684,20.915573,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Big Creek Powerhouse No. 2A,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c19a51,7.0445256,-4.0810328,-26.268011,35.191883,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kelly Ridge Power Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c2eed3,8.023085,-2.9446926,-17.751831,42.695168,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
New Exchequer Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c47fba,8.40623,-4.368249,-21.487593,56.18038,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Anderson Subbasin,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c550f0,7.2495384,-2.2114286,-1.2728143,42.02177,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Frenchman Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c5afea,8.6889925,-3.9538286,-42.962868,56.22247,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Middle Fork Cosumnes River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c67db1,10.164195,-2.0639198,-40.74306,23.869022,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Deer Creek Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c7173f,9.252666,-2.864082,-32.8058,36.473736,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Mono-Bear Diversion,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c77ba7,8.51153,-2.7707312,-5.173031,37.801292,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pacheco Pumping Plant,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_c8a4ef,8.223165,-2.554141,-14.020113,41.373173,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 5 Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ca322d,7.5014358,-4.450318,-23.819443,66.14157,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Bowman Subbasin,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ca3741,7.2624173,-2.255484,-1.5870762,42.311268,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Lower Eastside Bypass,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cab2dc,11.232639,-1.7554791,-70.99865,-4.5059094,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Bowman Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cb059c,8.382796,-3.7889616,-30.42838,52.90485,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Prattville Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cb2537,8.3897705,-2.9736934,-20.39705,44.11693,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Joaquin National Wildlife Refuge,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cb6298,7.474914,0.31977862,-18.457642,-30.360262,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Iron Canyon Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cbc790,8.759767,-3.2389545,-26.198864,42.79366,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Slab Creek Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cc9500,9.006284,-3.2358468,-28.348633,42.07979,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Famosa Slough State Marine Conservation Area,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ccee99,8.511445,-0.4065419,-29.336832,-18.737104,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Miners Ranch Canal,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cdbf4d,8.790357,-3.1212804,-24.786608,39.09975,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Alameda Creek,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cddfa5,9.699518,-1.5312262,-30.373177,23.995598,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Pit 7 Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_cf31b6,7.4651318,-4.4290442,-23.26169,65.811646,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Lake Hodges,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d043b7,9.250008,-4.123802,-39.723698,50.85189,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Northern Pipeline,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d107fa,11.097524,-1.5415826,-46.831932,11.64542,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Vermillion Valley Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d35b10,9.155317,-3.4581606,-35.791348,45.554,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Cadiz Valley Groundwater Basin,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d3d22b,11.527898,-3.3651257,-59.065197,22.677324,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Big Creek Powerhouse No. 3 Water Conveyance System,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d41743,7.0875235,-4.0145783,-25.143143,34.655388,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Keswick Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d55596,8.633607,-4.001381,-33.32912,55.274044,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Loon Lake-Robbs Peak Transmission Line,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d61cd0,7.4893904,-3.0265665,-11.100289,36.378414,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Big Creek Powerhouse No. 3,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d7d360,7.0232234,-4.077809,-26.182377,35.136635,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Chicago Park Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d81df5,16.146145,2.6265671,-58.10888,-34.70738,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Drum No. 1 Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d884fc,7.381108,-3.7379007,-14.819208,60.9383,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Luis National Wildlife Refuge,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_d9a33c,7.441656,0.35008964,-18.127954,-30.373661,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Milton-Bowman Diversion Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dab402,8.413933,-3.0104203,-21.42852,44.388348,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Dutch Flat Afterbay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_db4f95,7.784306,-3.8552413,-18.25056,59.15816,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Deer Creek Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dbd1c1,9.2009115,-3.022509,-32.75309,36.60885,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Tule Lake,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dbef6d,9.4607,-3.9287283,-42.896725,47.231518,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Lake Natoma,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dc4017,9.5204525,-4.096009,-44.909317,48.60886,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Batiquitos Lagoon State Marine Conservation Area,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dd5495,8.540881,-0.33653864,-28.817348,-19.801413,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Shasta River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_dd5bcb,9.813795,-2.1367197,-37.161736,26.2899,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kerckhoff Lake,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_deda86,9.147716,-4.148052,-42.455807,50.700844,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Caribou No. 2 Powerhouse,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e24d6d,7.3902206,-3.6858857,-13.035334,62.466896,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Tulloch Reservoir,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e2c6e0,8.57431,-3.9976008,-32.908268,55.82674,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Gardena Willows Wetland,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e3e887,8.072982,0.12857793,2.030453,19.382708,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Drum Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e53b2e,7.875443,-2.871111,-6.2625184,47.79048,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Cresta Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e61f5a,8.346999,-2.907432,-21.42252,41.667,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Florence Lake Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e6a9bd,9.146246,-3.7947414,-39.131462,52.49759,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Halsey Forebay,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e7e19b,7.6709733,-2.895945,-3.6671476,51.033054,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
South Fork Feather River,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e7f360,10.348439,-1.9418843,-41.975155,22.486658,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
San Dieguito Lagoon Ecological Reserve,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e850f0,8.878648,-0.15425391,-14.53233,14.20193,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Gerle Creek Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e90298,8.910257,-3.7112162,-34.32986,49.936733,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Bolsa Chica Ecological Reserve,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_e9a6d4,8.860055,-0.087100506,-13.640422,14.870773,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
McCloud Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_eb2596,8.411587,-2.9964776,-20.920828,43.293568,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Big Lagoon,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ed4bf4,9.668772,-2.4822598,-15.1341305,21.621784,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Poe Tunnel,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ede1c6,8.392857,-2.9586666,-20.820133,42.78142,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Dutch Flat Forebay Dam,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_ee26d3,8.07613,-3.8055344,-19.139574,58.747704,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Kern Fan Conveyance Facilities,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_eebf26,7.777217,-2.6588085,-9.294118,39.233044,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
Estero de Limantour,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#inf_effb78,2.571944,-3.3686602,5.939839,49.519577,https://raw.githubusercontent.com/adhollander/FSLschemas/main/sustsource.owl#Infrastructure
