text,entity,umap_x,umap_y,tsne_x,tsne_y,type
Inverness Public Utility District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d6bd03,13.008083,-0.0390587,-57.983112,-21.222708,http://xmlns.com/foaf/0.1/Organization
Banning Ranch Task Force,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d6df22,9.258631,1.4365185,10.137481,-0.16357805,http://xmlns.com/foaf/0.1/Organization
UC Cooperative Extension Fresno County,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d71c7c,14.300569,3.6326425,-13.595014,-64.293236,http://xmlns.com/foaf/0.1/Organization
UC Cooperative Extension Riverside County,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d73865,14.332616,3.6617656,-14.476974,-64.310905,http://xmlns.com/foaf/0.1/Organization
Sierra Club Placer Group,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d75c96,7.145815,2.6187446,28.589123,9.388028,http://xmlns.com/foaf/0.1/Organization
Rural North Vacaville Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d79364,11.952365,-0.54056185,-47.28066,-8.3579445,http://xmlns.com/foaf/0.1/Organization
Kern Community Foundation,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d7bbea,10.923348,1.6198812,-8.696437,-21.881405,http://xmlns.com/foaf/0.1/Organization
Lahontan Regional Water Quality Control Board,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d7cd88,12.0137,-0.25122905,-44.129074,-6.2603908,http://xmlns.com/foaf/0.1/Organization
Grassland Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d8282d,9.271416,1.7570139,8.784783,-11.071589,http://xmlns.com/foaf/0.1/Organization
Californian Cooperative Ecosystem Studies Unit,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d83acc,10.947908,3.99252,8.117054,-50.981503,http://xmlns.com/foaf/0.1/Organization
San Francisco Public Library,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d87a67,12.105614,1.6798798,-36.93992,-34.903187,http://xmlns.com/foaf/0.1/Organization
Sierra Club Yokuts Group,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d895b6,7.1650543,2.6191323,29.02047,8.783086,http://xmlns.com/foaf/0.1/Organization
Under the Oaks Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d958e0,6.6480007,-0.8202005,10.084887,28.409637,http://xmlns.com/foaf/0.1/Organization
Brunner Family Farm,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d9b1bf,6.8357153,-0.56329006,14.773959,19.699688,http://xmlns.com/foaf/0.1/Organization
San Joaquin County Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d9b8f4,10.918175,1.8285221,-4.5035253,-19.603003,http://xmlns.com/foaf/0.1/Organization
UC Cooperative Extension Santa Barbara County,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_d9effa,14.197802,3.5460088,-13.360421,-63.558838,http://xmlns.com/foaf/0.1/Organization
Western Sustainable Agriculture Research and Education,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_da2001,8.925673,4.4621606,22.724737,-38.46644,http://xmlns.com/foaf/0.1/Organization
UCR College of Natural & Agricultural Sciences,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_da2bf1,8.802951,5.577426,33.16584,-44.31393,http://xmlns.com/foaf/0.1/Organization
Lost Hills Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_da40be,12.6438265,-1.1388623,-59.17658,-5.74784,http://xmlns.com/foaf/0.1/Organization
River Ridge Institute,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_da8eaa,10.151535,1.5630125,-5.775217,-7.0309997,http://xmlns.com/foaf/0.1/Organization
Ventura County Agricultural Irrigated Lands Group,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dab712,9.389254,2.0726385,-2.6576633,-22.326889,http://xmlns.com/foaf/0.1/Organization
Bolinas Community Public Utility District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dabdd1,12.978089,0.007661677,-56.44198,-21.059738,http://xmlns.com/foaf/0.1/Organization
San Jacinto Basin Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dad687,10.703209,1.5631418,-6.0626216,-17.07047,http://xmlns.com/foaf/0.1/Organization
North Coast Regional Water Quality Control Board,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dae48e,11.617196,-0.4138397,-45.75018,-7.24844,http://xmlns.com/foaf/0.1/Organization
Sunsweet Growers,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dafa59,7.2347646,-0.6571719,4.800231,27.49313,http://xmlns.com/foaf/0.1/Organization
Crescenta Valley Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_db50a9,12.501564,-1.0745629,-55.285686,-4.1497164,http://xmlns.com/foaf/0.1/Organization
Tahoe City Public Utility District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_db55ea,12.943379,-0.0073663574,-56.26578,-22.67727,http://xmlns.com/foaf/0.1/Organization
Sacramento Area Creeks Council,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_db74a7,11.525599,0.22975656,-37.875416,-11.053893,http://xmlns.com/foaf/0.1/Organization
Western Watersheds Project,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dbc10e,10.133055,1.417347,-12.939861,-7.3174844,http://xmlns.com/foaf/0.1/Organization
Inyo-Mono Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dbc9d8,10.412239,1.87137,-1.917812,-16.211569,http://xmlns.com/foaf/0.1/Organization
SonRise Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dc35f9,6.174486,-0.59971493,17.624796,25.943848,http://xmlns.com/foaf/0.1/Organization
Amador County,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dc5a34,13.295685,2.4302132,-39.191162,-48.894367,http://xmlns.com/foaf/0.1/Organization
North American Wetlands Conservation Council,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dc5d1a,10.116439,3.7385793,12.034081,-38.92071,http://xmlns.com/foaf/0.1/Organization
Madera-Chowchilla Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dc7bd1,10.380683,1.8126692,-2.3987226,-15.675027,http://xmlns.com/foaf/0.1/Organization
"Ventura County Coalition of Labor, Agriculture and Business",https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dc889b,11.850554,2.2287893,-27.095911,-44.19353,http://xmlns.com/foaf/0.1/Organization
Environmental Coalition for Water Justice,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dcf874,9.213043,4.4378624,26.185686,-23.4567,http://xmlns.com/foaf/0.1/Organization
Watershed Conservation Authority,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dd4235,9.253469,3.1654446,10.033978,-9.368746,http://xmlns.com/foaf/0.1/Organization
Coachella Valley Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dd6a31,10.106317,1.5362704,-4.6723204,-13.137613,http://xmlns.com/foaf/0.1/Organization
San Diego Coastkeeper,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dd6b1c,9.855471,-0.89293736,-37.174717,-22.91363,http://xmlns.com/foaf/0.1/Organization
Tuolumne County Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dd742b,10.522066,1.8942003,-2.8409274,-17.390049,http://xmlns.com/foaf/0.1/Organization
CNPS Santa Cruz County Chapter,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dd8e26,12.833277,3.088911,-20.36438,-51.66291,http://xmlns.com/foaf/0.1/Organization
LandWatch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ddeaac,7.632277,4.424408,43.60142,-8.067856,http://xmlns.com/foaf/0.1/Organization
Sacramento River West Side Levee District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_de8345,11.465154,-1.271027,-52.78501,10.467677,http://xmlns.com/foaf/0.1/Organization
Foothills Water Network,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_de8b58,11.184237,-2.907107,-51.41935,25.422222,http://xmlns.com/foaf/0.1/Organization
Santa Barbara County Flood Control & Water Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dece9b,12.096307,0.006260576,-43.545288,-11.595814,http://xmlns.com/foaf/0.1/Organization
Liberty Ducks,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_dedb75,8.438379,-1.7439032,-11.174994,24.359488,http://xmlns.com/foaf/0.1/Organization
Feather River Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_deea49,10.065963,1.1886104,-15.102947,-7.1821246,http://xmlns.com/foaf/0.1/Organization
Valley Fig Growers,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_df22e2,8.073309,0.28606144,3.9465477,19.887508,http://xmlns.com/foaf/0.1/Organization
K Arrow Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_df3fa9,6.1419463,-0.6253432,18.135855,29.44989,http://xmlns.com/foaf/0.1/Organization
Colusa National Wildlife Refuge,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_df816e,7.373454,0.5787908,-18.239738,-27.33291,http://xmlns.com/foaf/0.1/Organization
UCB Schell Lab,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e0c10b,8.526803,5.2039814,29.326378,-41.772617,http://xmlns.com/foaf/0.1/Organization
Caltrans District 6,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e0c470,6.4298854,8.827526,-22.414577,-72.935684,http://xmlns.com/foaf/0.1/Organization
Azusa Light & Water,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e121bb,12.229669,-1.3857213,-51.69396,3.0116835,http://xmlns.com/foaf/0.1/Organization
National Climate Task Force,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e1321c,9.647284,5.1869607,26.21419,-32.332188,http://xmlns.com/foaf/0.1/Organization
Timbisha Shoshone Tribe,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e1716e,4.586034,-0.55052596,32.229374,31.781178,http://xmlns.com/foaf/0.1/Organization
Santa Barbara County Air Pollution Control District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e180a4,11.5961895,2.5502026,-45.042347,-22.430107,http://xmlns.com/foaf/0.1/Organization
Groundwater Exchange,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e2166f,10.934926,-2.8633795,-48.85142,29.490631,http://xmlns.com/foaf/0.1/Organization
Lytton Rancheria,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e23741,6.0160747,-0.5518827,20.061085,26.52622,http://xmlns.com/foaf/0.1/Organization
City of Los Angeles Bureau of Sanitation,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e27e1a,12.227303,1.5234256,-36.652073,-37.513683,http://xmlns.com/foaf/0.1/Organization
Lake Don Pedro Community Services District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e280c3,12.342858,0.43497926,-47.644985,-26.233322,http://xmlns.com/foaf/0.1/Organization
CNPS Sanhedrin Chapter,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e28b7a,12.849546,3.2063768,34.22987,9.764146,http://xmlns.com/foaf/0.1/Organization
Mountain House Community Services District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e2b259,12.485026,1.0125556,-48.553936,-30.031755,http://xmlns.com/foaf/0.1/Organization
City of Angels Camp,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e2f608,16.548399,2.8342764,-61.024334,-39.65526,http://xmlns.com/foaf/0.1/Organization
Trinidad Coastal Land Trust,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e30037,8.821782,1.8852941,13.832682,8.2810545,http://xmlns.com/foaf/0.1/Organization
Tehama County Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e32133,10.464433,1.875042,-2.3283608,-16.73413,http://xmlns.com/foaf/0.1/Organization
Reno Fish and Wildlife Office,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e33f0c,13.747915,1.2278378,-14.9243355,-36.09246,http://xmlns.com/foaf/0.1/Organization
Upper San Gabriel Valley Municipal Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e341b2,12.28327,-0.23039664,-45.7444,-14.745676,http://xmlns.com/foaf/0.1/Organization
Majestic Pines Community Services District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e348df,12.495297,1.0342286,-47.34165,-30.500044,http://xmlns.com/foaf/0.1/Organization
Rancho Simi Recreation and Park District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e39708,11.521967,1.5864757,-29.261297,-34.224144,http://xmlns.com/foaf/0.1/Organization
California Urban Streams Partnership,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e3998d,11.328707,3.7570424,3.412158,-55.843277,http://xmlns.com/foaf/0.1/Organization
Vista Irrigation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e444f0,12.465175,-2.1325986,-62.66645,7.92321,http://xmlns.com/foaf/0.1/Organization
Turtle Island Restoration Network,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e44ce3,9.754008,0.231636,-16.899069,7.2610865,http://xmlns.com/foaf/0.1/Organization
Santiago Creek Watershed Preservation and Restoration Project,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e4d1f9,9.7084,0.5810025,-11.418205,4.7737236,http://xmlns.com/foaf/0.1/Organization
Mariposa Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e4ed6e,6.0556464,-0.46822357,18.878288,23.682562,http://xmlns.com/foaf/0.1/Organization
California Farmland Trust,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e5c1c6,11.203352,3.86313,6.833566,-55.892956,http://xmlns.com/foaf/0.1/Organization
Red Gate Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e6358c,6.369318,-0.8218506,14.527342,29.33014,http://xmlns.com/foaf/0.1/Organization
Three Creeks Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e68a26,6.364912,-0.86040014,12.892623,28.699121,http://xmlns.com/foaf/0.1/Organization
BLM Mother Lode Field Office,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e6a91f,6.108397,3.8115861,6.2096105,-38.272522,http://xmlns.com/foaf/0.1/Organization
Mid Klamath Watershed Council,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e6e056,10.678772,0.40417966,-27.783735,-2.807433,http://xmlns.com/foaf/0.1/Organization
California Sustainable Winegrowing Alliance,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e791e8,10.765378,4.1017847,13.875693,-56.12487,http://xmlns.com/foaf/0.1/Organization
California Department of Toxic Substances Control,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e7ab9b,11.134625,4.246692,11.0849,-49.44405,http://xmlns.com/foaf/0.1/Organization
Rincon Band of Luiseño Indians,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e7e355,4.689102,-0.37246448,31.771227,27.610231,http://xmlns.com/foaf/0.1/Organization
Calaveras County Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e87d56,10.73016,1.7811941,-3.9534662,-18.716236,http://xmlns.com/foaf/0.1/Organization
Heber Public Utility District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e8d8c9,12.981593,-0.016498968,-57.455967,-21.567547,http://xmlns.com/foaf/0.1/Organization
City of Merced,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e97eb6,16.622845,3.2157385,-57.127644,-47.50031,http://xmlns.com/foaf/0.1/Organization
California Desert Coalition,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e9a0de,11.321428,3.8289804,4.8098755,-56.10035,http://xmlns.com/foaf/0.1/Organization
Calaveras County Fish and Game Commission,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_e9f804,13.817201,1.2581452,-15.055965,-38.752556,http://xmlns.com/foaf/0.1/Organization
Washoe Tribe of Nevada and California,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ea2ea4,4.959997,-0.45930886,28.451601,26.391138,http://xmlns.com/foaf/0.1/Organization
Bodega Land Trust,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ea6c57,8.771313,1.9192092,12.472051,7.9709864,http://xmlns.com/foaf/0.1/Organization
Altamont Landfill Open Space Committee,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ea988e,11.028261,1.405118,-8.297075,-15.355238,http://xmlns.com/foaf/0.1/Organization
Sierra Club Yahi Group,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eaeba6,7.139146,2.6188369,28.978174,8.736049,http://xmlns.com/foaf/0.1/Organization
Central Sierra Environmental Resource Center,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eaebbd,9.930989,1.9927824,-3.674524,-11.372735,http://xmlns.com/foaf/0.1/Organization
Sage Mountain Beef,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eaec24,7.722284,-1.5470761,7.6199193,33.124672,http://xmlns.com/foaf/0.1/Organization
Washington County Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eaed0b,12.682975,-0.4816026,-52.744724,-16.11669,http://xmlns.com/foaf/0.1/Organization
Elem Indian Colony,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eaefdd,4.598131,-0.49170896,35.198395,31.122667,http://xmlns.com/foaf/0.1/Organization
Connolly Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eb3b95,6.161702,-0.6131568,17.61172,25.474653,http://xmlns.com/foaf/0.1/Organization
CNPS Mojave Desert Chapter,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eb54c4,12.817695,3.1484044,-18.930737,-50.237366,http://xmlns.com/foaf/0.1/Organization
Olivenhain Municipal Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eb5fc9,12.755499,-0.7849598,-56.540333,-12.426134,http://xmlns.com/foaf/0.1/Organization
Lower Cosumnes Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eb7716,10.392435,1.7558954,-4.2731595,-15.140724,http://xmlns.com/foaf/0.1/Organization
Trinity County Fish and Game Advisory Commission,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eba037,13.821303,1.2602999,-15.734322,-39.8025,http://xmlns.com/foaf/0.1/Organization
Concerned Resource & Environmental Workers,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ebbc06,8.127694,5.1479783,38.318233,-23.02384,http://xmlns.com/foaf/0.1/Organization
Bar-Roq Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ebda1f,6.1239705,-0.5813811,18.26093,28.619295,http://xmlns.com/foaf/0.1/Organization
Fresno County Recreation & Wildlife Commission,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ebef9c,13.644676,1.2871798,-12.5436535,-37.113518,http://xmlns.com/foaf/0.1/Organization
San Benito Fire Safe Council,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ec171c,10.972101,2.4886694,-23.256964,-42.430073,http://xmlns.com/foaf/0.1/Organization
San Luis Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ecb436,10.736438,1.576746,-6.2032633,-17.571615,http://xmlns.com/foaf/0.1/Organization
Outlaw Valley Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ecb518,6.3097224,-0.7942982,15.207015,28.7118,http://xmlns.com/foaf/0.1/Organization
City of Fillmore,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ecc8e4,16.519417,2.8284538,-59.956078,-42.712242,http://xmlns.com/foaf/0.1/Organization
Salmonid Restoration Federation,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ed409c,9.898078,2.6081343,4.993916,-21.606524,http://xmlns.com/foaf/0.1/Organization
Mattole Salmon Group,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ed8b7e,10.049965,2.5017114,3.7587235,-21.669905,http://xmlns.com/foaf/0.1/Organization
Avenales Ranch,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eda32d,6.027427,-0.39878634,19.198162,23.328505,http://xmlns.com/foaf/0.1/Organization
5 Bar Beef,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eda960,7.7919965,-1.6724001,5.954776,34.925587,http://xmlns.com/foaf/0.1/Organization
CNPS San Diego Chapter,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ee53f5,12.788179,3.0846503,-20.077559,-51.53842,http://xmlns.com/foaf/0.1/Organization
Sierra County Land Trust,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ee6f39,9.194813,1.8976705,-7.9617105,-12.101451,http://xmlns.com/foaf/0.1/Organization
Delta Protection Commission,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ee72d4,8.273367,2.8546138,28.165115,3.8894162,http://xmlns.com/foaf/0.1/Organization
Pala Band of Mission Indians,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_eeae34,4.6577063,-0.43644345,33.023724,28.731321,http://xmlns.com/foaf/0.1/Organization
The California Cultural and Historical Endowment,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_ef3785,10.950387,3.9434354,7.526672,-60.91527,http://xmlns.com/foaf/0.1/Organization
Ballico Cortez Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_efb2a0,12.4756,-1.4333894,-55.96182,-0.48804244,http://xmlns.com/foaf/0.1/Organization
Food Industry Association,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f03cbe,8.632088,4.536433,34.7888,-7.984861,http://xmlns.com/foaf/0.1/Organization
Crestline Village Water District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f062ce,12.716508,-0.95376694,-57.671085,-11.520377,http://xmlns.com/foaf/0.1/Organization
BLM El Centro Field Office,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f080d7,6.099519,3.7804425,6.3344045,-39.512257,http://xmlns.com/foaf/0.1/Organization
Golden State Land Conservancy,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f0f989,8.643737,1.659665,10.800258,4.4154263,http://xmlns.com/foaf/0.1/Organization
Jurupa Community Services District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f13c07,12.550506,1.2674803,-46.521072,-33.64051,http://xmlns.com/foaf/0.1/Organization
David B. Gold Foundation,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f16b5f,8.097531,2.4056387,22.764692,12.967783,http://xmlns.com/foaf/0.1/Organization
Pechanga Band of Luiseño Indians,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f17e8c,4.6894264,-0.38395247,31.687857,28.130062,http://xmlns.com/foaf/0.1/Organization
Greenville Rancheria,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f201d3,5.971199,-0.5300897,21.22758,26.468294,http://xmlns.com/foaf/0.1/Organization
City of Santa Clarita Open Space Preservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f23eb0,11.443804,1.6930736,-49.949253,-41.984035,http://xmlns.com/foaf/0.1/Organization
Mare Island Heritage Trust,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f256f3,9.220162,0.90795064,6.996213,9.1346035,http://xmlns.com/foaf/0.1/Organization
Commodity Credit Corporation,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f25aac,8.33961,3.7663188,35.144535,-2.652629,http://xmlns.com/foaf/0.1/Organization
San Mateo County Flood and Sea Level Resiliency District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f27411,11.959801,0.20971183,-42.641838,-11.80048,http://xmlns.com/foaf/0.1/Organization
City of Berkeley,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f2ae71,16.459492,2.9085102,-56.378525,-42.67836,http://xmlns.com/foaf/0.1/Organization
Berkeley Natural History Museums,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f2b463,10.414412,4.2147527,23.000965,-52.548386,http://xmlns.com/foaf/0.1/Organization
Sierra Valley Resource Conservation District,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#org_f2ee35,9.929508,1.8034326,-4.282856,-11.267056,http://xmlns.com/foaf/0.1/Organization
